AÑO	 CIIU	Descripción	Personas trabajadoras con cobertura (promedio)	Total de casos notificados	Casos con días de baja y secuelas incapacitantes	Personas trabajadoras fallecidas	Índice de incidencia [1]	Índice de incidencia de casos mortales [2]
2021	360	Captación, depuración y distribución de agua	24.476	1.206	1.164	1	47,6	40,9
2021	370	Servicios de depuración de aguas residuales, alcantarillado y cloacas	20.036	2.812	2.665	2	133	99,8
2021	381	Recolección, transporte, tratamiento y disposición final de residuos	22.690	4.713	4.355	3	191,9	132,2
2021	382	Recuperación de materiales y desechos	13.244	1.787	1.690	1	127,6	75,5
2021	390	Descontaminación y otros servicios de gestión de residuos	10.025	1.267	1.189	2	118,6	199,5
2021	410	Construcción de edificios y sus partes	176.301	21.424	20.676	36	117,3	204,2
2021	421	Construcción, reforma y reparación de obras de infraestructura para el transporte	54.962	5.251	4.986	15	90,7	272,9
2021	422	Construcción de proyectos de servicios públicos	37.924	4.688	4.426	8	116,7	210,9
2021	429	Construcción de obras de ingeniería civil n.c.p.	37.677	4.015	3.876	6	102,9	159,2
2021	431	Demolición, movimiento y preparación de terrenos para obras	13.980	1.379	1.296	2	92,7	143,1
2021	432	Instalaciones para edificios y obras de ingeniería civil	39.516	4.129	3.921	9	99,2	227,8
2021	433	Terminación de edificios	7.706	895	853	1	110,7	129,8
2021	439	Alquiler de equipo de construcción o demolición dotado de operarios y actividades especializadas de construcción n.c.p.	14.091	1.536	1.447	2	102,7	141,9
2021	451	Venta de vehículos automotores, excepto motocicletas	46.678	1.947	1.839	4	39,4	85,7
2021	452	Mantenimiento y reparación de vehículos automotores, excepto motocicletas	20.777	1.490	1.420	0	68,3	0
2021	453	Venta de partes, piezas y accesorios de vehículos automotores	36.317	1.817	1.730	2	47,6	55,1
2021	454	Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios	4.036	200	189	0	46,8	0
2021	461	Venta al por mayor en comisión o consignación	76.065	3.926	3.745	7	49,2	92
2021	462	Venta al por mayor de materias primas agropecuarias y de animales vivos	11.618	678	643	2	55,3	172,2
2021	463	Venta al por mayor de alimentos, bebidas y tabaco	105.272	7.804	7.516	13	71,4	123,5
2021	464	Venta al por mayor de artículos de uso doméstico y/o personal	92.721	3.394	3.229	4	34,8	43,1
2021	465	Venta al por mayor de máquinas, equipo y materiales conexos	40.428	1.348	1.269	2	31,4	49,5
2021	466	Venta al por mayor especializada	56.160	3.842	3.661	5	65,2	89
2021	469	Venta al por mayor de mercancías n.c.p.	14.248	594	570	0	40	0
2021	471	Venta al por menor en comercios no especializados	168.946	12.392	12.022	5	71,2	29,6
2021	472	Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados	73.893	4.389	4.250	4	57,5	54,1
2021	473	Venta al por menor de combustible para vehículos automotores y motocicletas	64.851	2.840	2.739	5	42,2	77,1
2021	474	"Venta al por menor de equipos, periféricos, accesorios y programas informáticos; equipos de telecomunicaciones en comercios especializados"	13.240	371	354	3	26,7	226,6
2021	475	Venta al por menor de equipos de uso doméstico n.c.p. en comercios especializados	101.413	5.299	5.113	9	50,4	88,7
2021	476	Venta al por menor de bienes culturales y recreativos en comercios especializados	24.688	768	732	0	29,6	0
2021	477	Venta al por menor de productos n.c.p., en comercios especializados	164.950	5.073	4.799	9	29,1	54,6
2021	478	Venta al por menor en puestos móviles y mercados	1.268	67	66	0	52,1	0
2021	479	Venta al por menor no realizada en comercios, puestos o mercados	4.181	175	170	0	40,7	0
2021	491	Servicio de transporte ferroviario	12.693	1.340	1.142	0	90	0
2021	492	Servicio de transporte automotor	274.103	21.479	20.422	56	74,5	204,3
2021	493	Servicio de transporte por tuberías	2.180	11	9	0	4,1	0
2021	501	Servicio de transporte marítimo	3.388	161	155	0	45,7	0
2021	502	Servicio de transporte fluvial y lacustre	2.666	155	146	0	54,8	0
2021	511	Servicio de transporte aéreo de pasajeros	14.400	433	308	0	21,4	0
2021	512	Servicio de transporte aéreo de cargas	402	12	12	0	29,8	0
2021	521	Servicios de manipulación de cargas	16.692	1.269	1.216	1	72,9	59,9
2021	522	Servicios de almacenamiento y depósito	27.596	1.650	1.552	0	56,2	0
2021	523	Servicios de gestión y logística para el transporte de mercaderías	32.839	2.340	2.236	5	68,1	152,3
2021	524	Servicios complementarios para el transporte	61.388	5.237	5.064	7	82,5	114
2021	530	Servicios de correos y mensajerías	42.875	2.958	2.864	1	66,8	23,3
2021	551	Servicios de alojamiento, excepto en “camping”	48.445	2.604	2.501	0	51,6	0
2021	552	Servicios de alojamiento en “camping”	364	21	19	0	52,2	0
2021	561	Servicios de expendio de comidas y bebidas	138.570	9.391	9.118	9	65,8	64,9
2021	562	Servicios de preparación de comidas para empresas y servicios de comidas n.c.p.	20.236	1.731	1.660	0	82	0
2021	581	Edición	27.851	210	203	0	7,3	0
2021	591	Servicios de cinematografía	12.611	254	243	0	19,3	0
2021	592	Servicios de grabación de sonido y edición de música	123	0	0	0	0	0
2021	601	Emisión y retransmisión de radio	13.037	306	293	1	22,5	76,7
2021	602	Servicios de televisión	18.305	720	692	2	37,8	109,3
2021	611	Servicios de telefonía fija	51.717	1.952	1.890	1	36,5	19,3
2021	612	Servicios de telefonía móvil	624	14	14	0	22,5	0
2021	613	Servicios de telecomunicaciones vía satélite, excepto transmisión de televisión	5.521	161	157	0	28,4	0
2021	614	Servicios de telecomunicación vía “Internet”	2.755	144	141	0	51,2	0
2021	619	Servicios de telecomunicaciones n.c.p.	2.498	129	127	1	50,8	400,3
2021	620	Servicios de programación y consultoría informática y actividades conexas	97.072	686	652	1	6,7	10,3
2021	631	Procesamiento de datos, hospedaje y actividades conexas, portales “web”	5.589	50	49	0	8,8	0
2021	639	Servicios de agencias de noticias y servicios de información n.c.p.	3.715	146	137	0	36,9	0
2021	641	Intermediación monetaria	105.799	710	664	0	6,3	0
2021	642	Servicios de sociedades de cartera	3.922	44	41	0	10,5	0
2021	643	Fondos y sociedades de inversión y entidades financieras similares	1.330	13	13	0	9,8	0
2021	649	Servicios financieros excepto los de la banca central y las entidades financieras	23.659	374	355	1	15	42,3
2021	651	Servicios de seguros	75.924	1.202	982	1	12,9	13,2
2021	652	Reaseguros	275	4	4	0	14,6	0
2021	653	Administración de fondos de pensiones, excepto la seguridad social obligatoria	47	0	0	0	0	0
2021	661	Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros	11.421	121	114	0	10	0
2021	662	Servicios auxiliares a los servicios de seguros	12.418	171	164	0	13,2	0
2021	663	Servicios de gestión de fondos a cambio de una retribución o por contrata	1.743	362	335	0	192,2	0
2021	681	Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados	56.318	2.415	2.324	3	41,3	53,3
2021	682	Servicios inmobiliarios realizados a cambio de una retribución o por contrata	24.431	1.185	1.126	0	46,1	0
2021	691	Servicios jurídicos	22.998	233	221	0	9,6	0
2021	692	Servicios de contabilidad, auditoría y asesoría fiscal	35.869	445	424	0	11,8	0
2021	702	Servicios de asesoramiento, dirección y gestión empresarial	85.552	3.899	3.177	0	37,1	0
2021	711	Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.	51.509	2.961	2.810	12	54,6	233
2021	712	Ensayos y análisis técnicos	6.150	227	208	1	33,8	162,6
2021	721	Investigación y desarrollo experimental en el campo de la ingeniería y de las ciencias exactas y naturales	39.796	436	349	0	8,8	0
2021	722	Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades	332	2	2	0	6	0
2021	731	Servicios de publicidad	18.805	507	486	0	25,8	0
2021	732	Estudio de mercado, realización de encuestas de opinión pública	2.671	56	49	0	18,3	0
2021	741	Servicios de diseño especializado	6.730	154	141	1	20,9	148,6
2021	742	Servicios de fotografía	451	4	4	0	8,9	0
2021	749	Actividades profesionales, científicas y técnicas n.c.p.	20.121	598	556	0	27,6	0
2021	750	Servicios veterinarios	3.064	101	98	0	32	0
2021	771	Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios	2.169	126	120	1	55,3	461,1
2021	772	Alquiler de efectos personales y enseres domésticos	768	49	43	0	56	0
2021	773	Alquiler de maquinaria y equipo n.c.p., sin personal	9.069	633	602	1	66,4	110,3
2021	774	Arrendamiento y gestión de bienes intangibles no financieros	47	1	1	0	21,2	0
2021	780	Obtención y dotación de personal	67.761	806	769	1	11,3	14,8
2021	791	Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico	15.584	324	314	0	20,1	0
2021	801	Servicios de seguridad e investigación	147.111	10.413	10.087	16	68,6	108,8
2021	811	Servicio combinado de apoyo a edificios	22.134	2.081	1.940	0	87,6	0
2021	812	Servicios de limpieza de edificios	85.388	9.475	8.882	1	104	11,7
2021	813	Servicios de jardinería y mantenimiento de espacios verdes	4.179	418	404	0	96,7	0
2021	821	Servicios de apoyo a la administración de oficinas y empresas	2.384	71	67	0	28,1	0
2021	822	Servicios de “call center”	34.651	927	834	0	24,1	0
2021	823	Servicios de organización de convenciones y exposiciones comerciales, excepto culturales y deportivos	152	6	4	0	26,3	0
2021	829	Servicios empresariales n.c.p.	44.129	2.537	2.402	4	54,4	90,6
2021	841	Servicios de la Administración Pública	2.202.542	83.220	75.957	66	34,5	30
2021	842	Prestación pública de servicios a la comunidad en general	257.061	6.064	5.664	9	22	35
2021	843	Servicios de la seguridad social obligatoria, excepto obras sociales	13.640	212	183	0	13,4	0
2021	851	Enseñanza inicial y primaria	396.237	6.419	5.870	2	14,8	5
2021	852	Enseñanza secundaria	54.002	633	592	1	11	18,5
2021	853	Enseñanza superior y formación de posgrado	224.869	1.311	1.141	1	5,1	4,4
2021	854	Servicios de enseñanza n.c.p.	29.444	446	404	0	13,7	0
2021	855	Servicios de apoyo a la educación	265	7	7	0	26,4	0
2021	861	Servicios de hospitales	95.124	8.533	6.312	2	66,4	21
2021	862	Servicios de atención ambulatoria realizados por médicos y odontólogos	26.013	952	771	0	29,6	0
2021	863	"Servicios de prácticas de diagnóstico y tratamiento; servicios integrados de consulta, diagnóstico y tratamiento"	45.042	1.877	1.314	1	29,2	22,2
2021	864	Servicios de emergencias y traslados	11.209	668	588	0	52,5	0
2021	869	Servicios relacionados con la salud humana n.c.p.	138.744	9.876	6.516	1	47	7,2
2021	870	Servicios sociales con alojamiento	23.641	2.449	2.332	0	98,6	0
2021	880	Servicios sociales sin alojamiento	2.884	118	109	1	37,8	346,8
2021	900	Servicios artísticos y de espectáculos	6.299	227	210	0	33,3	0
2021	910	Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p.	10.264	390	373	0	36,3	0
2021	920	Servicios relacionados con juegos de azar y apuestas	27.798	860	824	0	29,6	0
2021	931	Servicios para la práctica deportiva	33.771	1.896	1.804	0	53,4	0
2021	939	Servicios de esparcimiento n.c.p.	9.839	467	453	0	46	0
2021	941	Servicios de organizaciones empresariales, profesionales y de empleadores	28.923	931	865	1	29,9	34,6
2021	942	Servicios de sindicatos	23.122	510	493	1	21,3	43,2
2021	949	Servicios de asociaciones n.c.p.	152.035	6.075	5.649	5	37,2	32,9
2021	951	Reparación y mantenimiento de equipos informáticos y equipos de comunicación	2.138	47	43	0	20,1	0
2021	952	Reparación de efectos personales y enseres domésticos	1.315	70	69	0	52,5	0
2021	960	Servicios personales n.c.p.	27.750	1.655	1.520	3	54,8	108,1
2021	990	Servicios de organizaciones y órganos extraterritoriales	11.703	482	446	0	38,1	0
2021		Sin datos	0	780	426	0	-	-
2020	11	Cultivos temporales	95.543	6.443	6.230	24	65,2	251,2
2020	12	Cultivos perennes	74.652	4.642	4.541	2	60,8	26,8
2020	13	Producción de semillas y de otras formas de propagación de cultivos agrícolas	5.185	154	150	0	28,9	0
2020	14	Cría de animales	100.090	9.660	9.390	24	93,8	239,8
2020	16	Servicios de apoyo agrícolas y pecuarios	59.076	2.867	2.782	8	47,1	135,4
2020	17	Caza, repoblación de animales de caza y servicios de apoyo	123	12	11	0	89,1	0
2020	21	Silvicultura	2.320	174	168	0	72,4	0
2020	22	Extracción de productos forestales	3.514	230	228	1	64,9	284,6
2020	24	Servicios de apoyo a la silvicultura	2.532	200	196	0	77,4	0
2020	31	Pesca y servicios de apoyo	12.899	1.317	1.244	1	96,4	77,5
2020	32	Explotación de criaderos de peces, granjas piscícolas y otros frutos acuáticos (acuicultura)	23	3	2	0	86	0
2020	51	Extracción y aglomeración de carbón	2.282	28	27	0	11,8	0
2020	52	Extracción y aglomeración de lignito	0	0	0	0	-	-
2020	61	Extracción de petróleo crudo	34.027	771	732	1	21,5	29,4
2020	62	Extracción de gas natural	40	0	0	0	0	0
2020	71	Extracción de minerales de hierro	60	0	0	0	0	0
2020	72	Extracción de minerales metalíferos no ferrosos	9.218	151	137	0	14,9	0
2020	81	Extracción de piedra, arena y arcillas	5.940	465	427	0	71,9	0
2020	89	Explotación de minas y canteras n.c.p.	5.997	257	256	0	42,7	0
2020	91	Servicios de apoyo para la extracción de petróleo y gas natural	17.431	792	711	1	40,8	57,4
2020	99	Servicios de apoyo para la minería, excepto para la extracción de petróleo y gas natural	1.514	63	62	0	41	0
2020	101	Producción y procesamiento de carne y productos cárnicos, excepto pescado	70.969	7.970	7.510	8	105,8	112,7
2020	102	Elaboración de pescado y productos de pescado	8.607	824	796	0	92,5	0
2020	103	Preparación de frutas, hortalizas y legumbres	14.459	844	792	3	54,8	207,5
2020	104	Elaboración de aceites y grasas de origen vegetal	21.410	841	791	3	36,9	140,1
2020	105	Elaboración de productos lácteos	33.575	2.571	2.416	5	72	148,9
2020	106	Elaboración de productos de molinería, almidones y productos derivados del almidón	18.446	1.357	1.316	3	71,3	162,6
2020	107	Elaboración de productos alimenticios n.c.p.	120.333	7.376	7.009	4	58,2	33,2
2020	108	Elaboración de alimentos preparados para animales	6.311	450	431	0	68,3	0
2020	109	Servicios industriales para la elaboración de alimentos y bebidas	55	2	1	0	18,3	0
2020	110	Elaboración de bebidas	51.479	2.659	2.542	7	49,4	136
2020	120	Elaboración de productos de tabaco	5.306	185	162	0	30,5	0
2020	131	Fabricación de hilados y tejidos, acabado de productos textiles	21.731	1.223	1.145	4	52,7	184,1
2020	139	Fabricación de productos textiles n.c.p.	24.434	1.426	1.346	3	55,1	122,8
2020	141	Confección de prendas de vestir, excepto prendas de piel	32.552	1.019	983	1	30,2	30,7
2020	142	"Terminación y teñido de pieles; fabricación de artículos de piel"	55	1	1	0	18,3	0
2020	143	Fabricación de prendas de vestir de punto	3.173	129	125	0	39,4	0
2020	149	Servicios industriales para la industria confeccionista	191	9	9	0	47,1	0
2020	151	"Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería"	9.016	653	597	0	66,2	0
2020	152	Fabricación de calzado y de sus partes	14.016	443	379	0	27	0
2020	161	Aserrado y cepillado de madera	10.577	1.044	1.007	4	95,2	378,2
2020	162	Fabricación de productos de madera, corcho, paja y materiales trenzables	12.732	1.166	1.084	0	85,1	0
2020	170	Fabricación de papel y de productos de papel	31.804	2.278	2.113	4	66,4	125,8
2020	181	Impresión y servicios relacionados con la impresión	19.403	807	749	1	38,6	51,5
2020	182	Reproducción de grabaciones	223	2	2	0	9	0
2020	191	Fabricación de productos de hornos de “coque”	2.553	80	78	0	30,6	0
2020	192	Fabricación de productos de la refinación del petróleo	4.293	147	140	0	32,6	0
2020	201	Fabricación de sustancias químicas básicas	13.753	685	622	1	45,2	72,7
2020	202	Fabricación de productos químicos n.c.p.	53.186	2.456	2.285	4	43	75,2
2020	203	Fabricación de fibras manufacturadas	512	49	34	0	66,5	0
2020	204	Servicios industriales para la fabricación de sustancias y productos químicos	32	0	0	0	0	0
2020	210	Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico	39.729	1.388	1.312	2	33	50,3
2020	221	Fabricación de productos de caucho	11.961	984	918	0	76,7	0
2020	222	Fabricación de productos de plástico	48.369	3.887	3.535	1	73,1	20,7
2020	231	Fabricación de vidrio y productos de vidrio	6.502	650	611	1	94	153,8
2020	239	Fabricación de productos minerales no metálicos n.c.p.	30.763	2.327	2.134	3	69,4	97,5
2020	241	Industrias básicas de hierro y acero	23.595	1.388	1.203	1	51	42,4
2020	242	Fabricación de productos primarios de metales preciosos y metales no ferrosos	2.716	251	239	0	88	0
2020	243	Fundición de metales	6.827	567	481	1	70,5	146,5
2020	251	Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor	26.393	2.541	2.371	7	89,8	265,2
2020	252	Fabricación de armas y municiones	230	10	9	0	39,2	0
2020	259	"Fabricación de productos elaborados de metal n.c.p.; servicios de trabajo de metales"	54.504	4.289	3.880	7	71,2	128,4
2020	261	Fabricación de componentes electrónicos	1.189	82	81	0	68,1	0
2020	262	Fabricación de equipos y productos informáticos	2.342	54	54	0	23,1	0
2020	263	Fabricación de equipos de comunicaciones y transmisores de radio y televisión	1.007	43	36	0	35,8	0
2020	264	Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos	6.133	274	249	0	40,6	0
2020	265	Fabricación de aparatos e instrumentos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica	3.205	104	100	0	31,2	0
2020	266	Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos	3.983	190	175	0	43,9	0
2020	267	Fabricación de instrumentos de óptica y equipo fotográfico	1.119	23	23	0	20,6	0
2020	268	Fabricación de soportes ópticos y magnéticos	3.239	219	198	0	61,1	0
2020	271	Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución y control de la energía eléctrica	10.285	559	498	1	48,4	97,2
2020	272	Fabricación de acumuladores, pilas y baterías primarias	2.055	143	138	0	67,2	0
2020	273	Fabricación de hilos y cables aislados	3.183	185	169	0	53,1	0
2020	274	Fabricación de lámparas eléctricas y equipo de iluminación	1.877	86	83	0	44,2	0
2020	275	Fabricación de aparatos de uso doméstico n.c.p.	15.758	1.054	972	1	61,7	63,5
2020	279	Fabricación de equipo eléctrico n.c.p.	5.284	260	238	0	45	0
2020	281	Fabricación de maquinaria y equipo de uso general	17.259	1.219	1.098	1	63,6	57,9
2020	282	Fabricación de maquinaria y equipo de uso especial	31.145	2.464	2.279	1	73,2	32,1
2020	291	Fabricación de vehículos automotores	26.688	1.057	881	0	33	0
2020	292	"Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques"	5.299	569	526	0	99,3	0
2020	293	Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores	32.321	2.156	1.990	1	61,6	30,9
2020	301	Construcción y reparación de buques y embarcaciones	9.442	547	514	0	54,4	0
2020	302	Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario	692	75	62	1	89,6	1.445,40
2020	303	Fabricación y reparación de aeronaves	2.983	23	21	1	7	335,2
2020	309	Fabricación de equipo de transporte n.c.p.	3.339	279	228	0	68,3	0
2020	310	Fabricación de muebles y colchones	19.722	1.508	1.401	0	71	0
2020	321	Fabricación de joyas, “bijouterie” y artículos conexos	372	12	12	0	32,3	0
2020	322	Fabricación de instrumentos de música	164	3	3	0	18,3	0
2020	323	Fabricación de artículos de deporte	851	26	25	0	29,4	0
2020	324	Fabricación de juegos y juguetes	925	48	41	0	44,3	0
2020	329	Industrias manufactureras n.c.p.	8.318	582	549	0	66	0
2020	331	Reparación y mantenimiento de máquinas y equipo	11.329	856	803	1	70,9	88,3
2020	332	Instalación de maquinaria y equipos industriales	1.774	83	83	0	46,8	0
2020	351	Generación, transporte y distribución de energía eléctrica	60.803	2.198	2.054	8	33,8	131,6
2020	352	Fabricación de gas y distribución de combustibles gaseosos por tuberías	6.518	152	126	1	19,3	153,4
2020	353	Suministro de vapor y aire acondicionado	29	1	1	0	34	0
2020	360	Captación, depuración y distribución de agua	24.087	892	859	1	35,7	41,5
2020	370	Servicios de depuración de aguas residuales, alcantarillado y cloacas	29.069	3.351	3.160	1	108,7	34,4
2020	381	Recolección, transporte, tratamiento y disposición final de residuos	18.091	2.936	2.717	1	150,2	55,3
2020	382	Recuperación de materiales y desechos	12.899	1.472	1.408	0	109,2	0
2020	390	Descontaminación y otros servicios de gestión de residuos	4.811	621	575	1	119,5	207,8
2020	410	Construcción de edificios y sus partes	160.074	13.950	13.367	20	83,5	124,9
2020	421	Construcción, reforma y reparación de obras de infraestructura para el transporte	50.864	3.263	3.088	4	60,7	78,6
2020	422	Construcción de proyectos de servicios públicos	36.214	3.172	3.060	5	84,5	138,1
2020	429	Construcción de obras de ingeniería civil n.c.p.	33.855	2.781	2.692	7	79,5	206,8
2020	431	Demolición, movimiento y preparación de terrenos para obras	13.200	973	920	3	69,7	227,3
2020	432	Instalaciones para edificios y obras de ingeniería civil	39.253	3.005	2.895	7	73,8	178,3
2020	433	Terminación de edificios	8.021	641	621	1	77,4	124,7
2020	439	Alquiler de equipo de construcción o demolición dotado de operarios y actividades especializadas de construcción n.c.p.	12.627	1.005	958	2	75,9	158,4
2020	451	Venta de vehículos automotores, excepto motocicletas	45.465	1.289	1.227	2	27	44
2020	452	Mantenimiento y reparación de vehículos automotores, excepto motocicletas	21.112	1.344	1.270	1	60,2	47,4
2020	453	Venta de partes, piezas y accesorios de vehículos automotores	35.289	1.448	1.389	0	39,4	0
2020	454	Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios	3.610	140	132	0	36,6	0
2020	461	Venta al por mayor en comisión o consignación	80.007	3.676	3.533	9	44,2	112,5
2020	462	Venta al por mayor de materias primas agropecuarias y de animales vivos	9.948	522	502	1	50,5	100,5
2020	463	Venta al por mayor de alimentos, bebidas y tabaco	98.792	5.970	5.778	8	58,5	81
2020	464	Venta al por mayor de artículos de uso doméstico y/o personal	92.145	2.565	2.482	3	26,9	32,6
2020	465	Venta al por mayor de máquinas, equipo y materiales conexos	38.081	995	941	1	24,7	26,3
2020	466	Venta al por mayor especializada	53.055	2.748	2.645	5	49,9	94,2
2020	469	Venta al por mayor de mercancías n.c.p.	14.137	590	565	1	40	70,7
2020	471	Venta al por menor en comercios no especializados	170.817	10.677	10.386	12	60,8	70,3
2020	472	Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados	77.431	3.971	3.860	13	49,9	167,9
2020	473	Venta al por menor de combustible para vehículos automotores y motocicletas	64.985	2.282	2.219	3	34,1	46,2
2020	474	"Venta al por menor de equipos, periféricos, accesorios y programas informáticos; equipos de telecomunicaciones en comercios especializados"	12.792	261	248	0	19,4	0
2020	475	Venta al por menor de equipos de uso doméstico n.c.p. en comercios especializados	99.124	4.373	4.228	2	42,7	20,2
2020	476	Venta al por menor de bienes culturales y recreativos en comercios especializados	26.966	677	639	1	23,7	37,1
2020	477	Venta al por menor de productos n.c.p., en comercios especializados	168.782	3.934	3.737	5	22,1	29,6
2020	478	Venta al por menor en puestos móviles y mercados	903	31	29	0	32,1	0
2020	479	Venta al por menor no realizada en comercios, puestos o mercados	3.731	78	76	0	20,4	0
2020	491	Servicio de transporte ferroviario	12.979	807	766	1	59	77
2020	492	Servicio de transporte automotor	278.545	17.018	16.303	52	58,5	186,7
2020	493	Servicio de transporte por tuberías	2.199	24	23	0	10,5	0
2020	501	Servicio de transporte marítimo	4.195	131	126	0	30	0
2020	502	Servicio de transporte fluvial y lacustre	2.572	97	97	0	37,7	0
2020	511	Servicio de transporte aéreo de pasajeros	16.553	198	180	1	10,9	60,4
2020	512	Servicio de transporte aéreo de cargas	458	2	2	0	4,4	0
2020	521	Servicios de manipulación de cargas	18.289	920	896	3	49	164
2020	522	Servicios de almacenamiento y depósito	33.684	1.567	1.482	3	44	89,1
2020	523	Servicios de gestión y logística para el transporte de mercaderías	31.251	1.686	1.638	3	52,4	96
2020	524	Servicios complementarios para el transporte	58.565	3.767	3.636	3	62,1	51,2
2020	530	Servicios de correos y mensajerías	30.596	2.264	2.212	1	72,3	32,7
2020	551	Servicios de alojamiento, excepto en “camping”	56.249	1.775	1.709	2	30,4	35,6
2020	552	Servicios de alojamiento en “camping”	443	18	18	0	40,6	0
2020	561	Servicios de expendio de comidas y bebidas	161.543	6.969	6.774	6	41,9	37,1
2020	562	Servicios de preparación de comidas para empresas y servicios de comidas n.c.p.	20.604	1.270	1.228	0	59,6	0
2020	581	Edición	29.758	217	197	0	6,6	0
2020	591	Servicios de cinematografía	10.580	110	107	0	10,1	0
2020	592	Servicios de grabación de sonido y edición de música	125	0	0	0	0	0
2020	601	Emisión y retransmisión de radio	14.162	302	290	0	20,5	0
